epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_per_class_auc_0,val_per_class_auc_1,val_per_class_auc_2,val_per_class_recall_0,val_per_class_recall_1,val_per_class_recall_2,val_class_counts_0,val_class_counts_1,val_class_counts_2,val_confusion_0,val_confusion_1,val_confusion_2,val_val_loss,val_val_acc_slice,seconds
14,9.588773128419907e-05,0.4052670778892919,0.9746105020196192,268,0.6395986406846507,0.5074626865671642,0.45449229133439656,0.456935420984953,0.6598,0.6696,0.5894,0.6591,0.4211,0.2833,132,76,60,"[87, 22, 23]","[31, 32, 13]","[31, 12, 17]",1.238242745399475,0.47889305816135086,13.183598041534424
15,9.5241352623301e-05,0.39370389684743634,0.9808754430797131,268,0.6258519757890888,0.5,0.4559808612440192,0.45722889849968945,0.6195,0.6553,0.6027,0.6364,0.3816,0.35,132,76,60,"[84, 24, 24]","[30, 29, 17]","[28, 11, 21]",1.2701252698898315,0.4652908067542214,13.305585384368896
16,9.455032620941843e-05,0.38912385011798284,0.9831835792597478,268,0.6086844101138799,0.5111940298507462,0.4481392876129718,0.4439232799393766,0.623,0.6708,0.5322,0.6742,0.4868,0.1833,132,76,60,"[89, 22, 21]","[33, 37, 6]","[30, 19, 11]",1.250351071357727,0.475140712945591,13.368068218231201
17,9.381533400219321e-05,0.3858985212214574,0.9863160497897947,268,0.6389394003292029,0.4925373134328358,0.45837320574162677,0.46009375152590376,0.6392,0.6702,0.6075,0.5909,0.4342,0.35,132,76,60,"[78, 20, 34]","[24, 33, 19]","[28, 11, 21]",1.290380597114563,0.46575984990619135,13.262854814529419
18,9.303710135019722e-05,0.38196035241581483,0.9887066194048306,268,0.6133222425042278,0.503731343283582,0.4440457203615098,0.4492968655536289,0.6026,0.6628,0.5746,0.6742,0.4079,0.25,132,76,60,"[89, 18, 25]","[38, 31, 7]","[37, 8, 15]",1.2571313381195068,0.4845215759849906,13.22757625579834
19,9.22163962751008e-05,0.3781648320933971,0.9885417525348281,268,0.6556441596544151,0.5186567164179104,0.4788144603934077,0.47772152401373913,0.6532,0.6986,0.6151,0.6136,0.5395,0.2833,132,76,60,"[81, 31, 20]","[29, 41, 6]","[28, 15, 17]",1.1826046705245972,0.49577861163227016,13.121789932250977
20,9.135402871372814e-05,0.3753665228804303,0.9885417525348281,268,0.6494639739560405,0.5223880597014925,0.45550239234449763,0.4590917466539357,0.6419,0.6978,0.6087,0.7121,0.4211,0.2333,132,76,60,"[94, 17, 21]","[34, 32, 10]","[37, 9, 14]",1.2000471353530884,0.4924953095684803,13.157951831817627
21,9.045084971874742e-05,0.37116257869817,0.9910147555848652,268,0.6377840082174447,0.5186567164179104,0.4420255183413078,0.43942571255782537,0.6539,0.6787,0.5808,0.7348,0.4079,0.1833,132,76,60,"[97, 19, 16]","[38, 31, 7]","[34, 15, 11]",1.1957941055297852,0.5032833020637899,13.124419689178467
22,8.950775061878456e-05,0.3694478183476218,0.9920863902398813,268,0.6464462889191992,0.5373134328358209,0.4968102073365231,0.4970079044334051,0.6643,0.6724,0.6026,0.6439,0.5132,0.3333,132,76,60,"[85, 23, 24]","[26, 39, 11]","[24, 16, 20]",1.196898341178894,0.4901500938086304,13.119777917861938
23,8.852566213878951e-05,0.3650397628621919,0.9925809908498887,268,0.6440880152591646,0.5149253731343284,0.4497607655502393,0.4531296329241534,0.6543,0.6776,0.6004,0.7045,0.3947,0.25,132,76,60,"[93, 16, 23]","[32, 30, 14]","[35, 10, 15]",1.1788548231124878,0.4929643527204503,13.260279178619385
24,8.750555348152303e-05,0.3633678292571717,0.9942296595499135,268,0.6393461436224595,0.5149253731343284,0.4746943115364168,0.4810786029840793,0.6307,0.7007,0.5867,0.6364,0.4211,0.3667,132,76,60,"[84, 13, 35]","[32, 32, 12]","[31, 7, 22]",1.2405565977096558,0.47373358348968103,13.659255504608154
25,8.644843137107063e-05,0.36097319432136676,0.9942296595499135,268,0.650532338748283,0.5410447761194029,0.47908027644869744,0.4826022606574399,0.6607,0.676,0.6149,0.7197,0.4342,0.2833,132,76,60,"[95, 20, 17]","[34, 33, 9]","[30, 13, 17]",1.1793018579483032,0.5,13.220608234405518
26,8.535533905932742e-05,0.3599860458870868,0.9938999258099085,268,0.6536702912670406,0.5186567164179104,0.4695108984582668,0.47024226900015736,0.6725,0.6826,0.6059,0.6515,0.4737,0.2833,132,76,60,"[86, 21, 25]","[23, 36, 17]","[27, 16, 17]",1.2203140258789062,0.48827392120075047,13.28403902053833
27,8.422735529643448e-05,0.3566246293715481,0.9959607616849394,268,0.6323903967334695,0.4925373134328358,0.45906432748538006,0.45862795041602994,0.6311,0.6748,0.5913,0.5833,0.4605,0.3333,132,76,60,"[77, 26, 29]","[25, 35, 16]","[26, 14, 20]",1.2424513101577759,0.46857410881801126,13.277669191360474
28,8.306559326618263e-05,0.3537066145747465,0.9964553622949468,268,0.634243760840123,0.5186567164179104,0.46509835194045723,0.47002420233057807,0.6396,0.6998,0.5633,0.6742,0.4211,0.3,132,76,60,"[89, 17, 26]","[34, 32, 10]","[32, 10, 18]",1.1996692419052124,0.4901500938086304,13.025397062301636
29,8.187119948743452e-05,0.35311629779851206,0.9966202291649493,268,0.6203380442012408,0.5149253731343284,0.4634768740031898,0.4595650341918999,0.6365,0.6569,0.5675,0.6439,0.5132,0.2333,132,76,60,"[85, 32, 15]","[27, 39, 10]","[24, 22, 14]",1.238033652305603,0.47138836772983117,13.232187271118164
30,8.064535268264887e-05,0.35217262012097106,0.9970323963399554,268,0.6225423572922605,0.5186567164179104,0.42315257841573634,0.4088440891360599,0.6412,0.6632,0.5633,0.7879,0.3816,0.1,132,76,60,"[104, 17, 11]","[40, 29, 7]","[39, 15, 6]",1.1917674541473389,0.4910881801125704,13.169780969619751
31,7.938926261462371e-05,0.35056750267908665,0.9977742972549666,268,0.6565339518367769,0.5410447761194029,0.5005050505050505,0.5020261700351186,0.6647,0.6843,0.6206,0.6515,0.5,0.35,132,76,60,"[86, 24, 22]","[24, 38, 14]","[28, 11, 21]",1.2138330936431885,0.4849906191369606,13.027892112731934
32,7.810416889260659e-05,0.34804603778542575,0.9975269969499629,268,0.6552935677476118,0.5111940298507462,0.4656299840510367,0.46573353329048545,0.6685,0.668,0.6294,0.6364,0.4605,0.3,132,76,60,"[84, 28, 20]","[25, 35, 16]","[27, 15, 18]",1.201113224029541,0.4798311444652908,13.195426225662231
33,7.679133974894988e-05,0.3480559797084948,0.9983513312999752,268,0.6245433466602197,0.48507462686567165,0.4300372142477406,0.4332382171186128,0.6221,0.6543,0.5972,0.6515,0.3553,0.2833,132,76,60,"[86, 15, 31]","[29, 27, 20]","[31, 12, 17]",1.232458233833313,0.4643527204502814,13.150248050689697
