epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_per_class_auc_0,val_per_class_auc_1,val_per_class_auc_2,val_per_class_recall_0,val_per_class_recall_1,val_per_class_recall_2,val_class_counts_0,val_class_counts_1,val_class_counts_2,val_confusion_0,val_confusion_1,val_confusion_2,val_val_loss,val_val_acc_slice,seconds
1,0.0001,1.1739418204261953,0.41388133695826,99,0.510286428422753,0.36363636363636365,0.39364522417153996,0.3605560255550045,0.4921,0.5518,0.487,0.2778,0.2632,0.64,36,38,25,"[10, 5, 21]","[7, 10, 21]","[3, 6, 16]",1.2819651365280151,0.3223767383059418,14.833800554275513
2,9.997532801828658e-05,1.0405938743153287,0.5067967375659683,99,0.5897118812390597,0.3939393939393939,0.39551656920077977,0.39121642246642246,0.5238,0.6242,0.6211,0.4444,0.3421,0.4,36,38,25,"[16, 6, 14]","[18, 13, 7]","[8, 7, 10]",1.2443090677261353,0.393173198482933,10.892807006835938
3,9.990133642141359e-05,0.9168921573894531,0.613145690068767,99,0.4827803369333424,0.36363636363636365,0.34949317738791424,0.34880952380952385,0.4431,0.5328,0.4724,0.3611,0.4474,0.24,36,38,25,"[13, 13, 10]","[14, 17, 7]","[7, 12, 6]",1.6753596067428589,0.36030341340075855,10.86194920539856
4,9.977809823015401e-05,0.8007522795308252,0.6931073084919239,99,0.48018159290808127,0.2828282828282828,0.2970760233918129,0.27812427812427815,0.4484,0.5354,0.4568,0.3333,0.1579,0.4,36,38,25,"[12, 3, 21]","[14, 6, 18]","[10, 5, 10]",1.7613301277160645,0.30467762326169406,10.907146692276001
5,9.960573506572391e-05,0.7089069902696705,0.7620342235726851,99,0.5005600186378636,0.3838383838383838,0.35481481481481475,0.34848484848484845,0.5295,0.5781,0.3941,0.4444,0.5,0.12,36,38,25,"[16, 10, 10]","[13, 19, 6]","[12, 10, 3]",1.6480865478515625,0.37168141592920356,10.78798532485962
6,9.93844170297569e-05,0.6188717306317968,0.8253638253638254,99,0.4938075191205284,0.31313131313131315,0.3101949317738792,0.3091738308639717,0.4665,0.4944,0.5205,0.3611,0.2895,0.28,36,38,25,"[13, 11, 12]","[21, 11, 6]","[7, 11, 7]",1.7267601490020752,0.3324905183312263,10.244034767150879
7,9.911436253643445e-05,0.5718531667299697,0.8578282424436271,99,0.5254818040303612,0.40404040404040403,0.3764327485380117,0.3702266568120227,0.4982,0.5712,0.507,0.4167,0.5526,0.16,36,38,25,"[15, 11, 10]","[12, 21, 5]","[9, 12, 4]",1.8080750703811646,0.38558786346396967,10.746680498123169
8,9.879583809693738e-05,0.5264608925215897,0.887893810970734,99,0.5103468380661363,0.3333333333333333,0.3001949317738792,0.25466725777055316,0.4815,0.5263,0.5232,0.6111,0.2895,0.0,36,38,25,"[22, 9, 5]","[27, 11, 0]","[16, 9, 0]",1.9639075994491577,0.35651074589127685,10.901737213134766
9,9.842915805643157e-05,0.4887594970039381,0.9120422197345275,99,0.5388801380643007,0.3838383838383838,0.36686159844054583,0.355461724919853,0.4916,0.572,0.553,0.6111,0.2895,0.2,36,38,25,"[22, 5, 9]","[24, 11, 3]","[16, 4, 5]",1.8957843780517578,0.37673830594184576,10.706238269805908
10,9.801468428384717e-05,0.47449767080551336,0.9221173836558452,99,0.5411137970077669,0.37373737373737376,0.3638011695906433,0.36766975308641975,0.5207,0.6264,0.4762,0.4167,0.3947,0.28,36,38,25,"[15, 7, 14]","[15, 15, 8]","[14, 4, 7]",1.7455284595489502,0.3666245259165613,10.634989500045776
11,9.75528258147577e-05,0.45011882577612744,0.9381097073404766,99,0.5352186751304765,0.42424242424242425,0.3942884990253412,0.3722702294130866,0.4903,0.5889,0.5265,0.6944,0.3684,0.12,36,38,25,"[25, 6, 5]","[20, 14, 4]","[17, 5, 3]",1.7440510988235474,0.3552465233881163,10.871518850326538
12,9.70440384477113e-05,0.4337123649398289,0.9493043339197186,99,0.5411762453388377,0.3333333333333333,0.31649122807017543,0.308926437958696,0.5035,0.5449,0.5751,0.5,0.2895,0.16,36,38,25,"[18, 8, 10]","[24, 11, 3]","[15, 6, 4]",1.5939366817474365,0.37041719342604296,10.74884557723999
13,9.64888242944126e-05,0.42148959905495365,0.9561810331041101,99,0.5589500249801276,0.37373737373737376,0.3628265107212476,0.3651144990275425,0.4832,0.5979,0.5957,0.3611,0.4474,0.28,36,38,25,"[13, 13, 10]","[17, 17, 4]","[11, 7, 7]",1.6118348836898804,0.3691529709228824,10.742586612701416
14,9.588773128419907e-05,0.4083775725151927,0.9632176555253479,99,0.5465909922961021,0.3838383838383838,0.3658869395711501,0.3598438598438598,0.5216,0.5884,0.5297,0.5556,0.3421,0.2,36,38,25,"[20, 6, 10]","[21, 13, 4]","[14, 6, 5]",1.7060725688934326,0.3615676359039191,10.78998589515686
