epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_per_class_auc_0,val_per_class_auc_1,val_per_class_auc_2,val_per_class_recall_0,val_per_class_recall_1,val_per_class_recall_2,val_class_counts_0,val_class_counts_1,val_class_counts_2,val_val_loss,val_val_acc_slice,val_confusion_0,val_confusion_1,val_confusion_2,seconds
1,0.0001,1.0806467063978649,0.44975682136674633,268,0.6163395930157733,0.458955223880597,0.4370813397129187,0.4334362242357861,0.6457,0.651,0.5523,0.5455,0.3158,0.45,132,76,60,1.1003862619400024,0.4376172607879925,"[72, 9, 51]","[24, 24, 28]","[21, 12, 27]",45.58294367790222
2,9.997532801828658e-05,0.9878530630461215,0.5504904789382573,268,0.6286546757014057,0.4552238805970149,0.42142477405635304,0.40874523281930686,0.6454,0.6621,0.5784,0.5152,0.5658,0.1833,132,76,60,1.230085849761963,0.45825515947467166,"[68, 42, 22]","[22, 43, 11]","[21, 28, 11]",52.930498361587524
3,9.990133642141359e-05,0.8953114695820625,0.6257522050943863,268,0.6443472009479169,0.4962686567164179,0.44484316852737904,0.446597986345644,0.675,0.6436,0.6145,0.6591,0.3421,0.3333,132,76,60,1.2150129079818726,0.4793621013133208,"[87, 14, 31]","[27, 26, 23]","[28, 12, 20]",52.45149517059326
4,9.977809823015401e-05,0.8081573519031819,0.6930178880553952,268,0.6302626861764826,0.4925373134328358,0.43530037214247735,0.43662346201870667,0.6453,0.6619,0.5836,0.6515,0.4211,0.2333,132,76,60,1.1991591453552246,0.46716697936210133,"[86, 20, 26]","[28, 32, 16]","[31, 15, 14]",53.42444133758545
5,9.960573506572391e-05,0.7219412365530459,0.7522875278212843,268,0.6439780748362404,0.5,0.4608718766613504,0.4608739662337194,0.6754,0.6627,0.5938,0.6212,0.3947,0.3667,132,76,60,1.2071744203567505,0.4732645403377111,"[82, 19, 31]","[28, 30, 18]","[22, 16, 22]",53.07443714141846
6,9.93844170297569e-05,0.659564725702745,0.7986975517269804,268,0.6055766080969255,0.4216417910447761,0.4087453482190324,0.40226925070479513,0.6086,0.6454,0.5627,0.4394,0.4868,0.3,132,76,60,1.409951090812683,0.43105065666041276,"[58, 33, 41]","[22, 37, 17]","[23, 19, 18]",53.02334809303284
7,9.911436253643445e-05,0.6042725394263664,0.8341439287775122,268,0.622939200140245,0.4664179104477612,0.44696969696969696,0.44124170546374386,0.6324,0.6273,0.6091,0.5076,0.5,0.3333,132,76,60,1.434522271156311,0.44887429643527205,"[67, 36, 29]","[23, 38, 15]","[21, 19, 20]",53.14151048660278
8,9.879583809693738e-05,0.5618327238840574,0.8656335009479845,268,0.6259285125456758,0.4626865671641791,0.43514088250930355,0.43252688172043013,0.6579,0.6179,0.6019,0.5379,0.4342,0.3333,132,76,60,1.4655015468597412,0.4620075046904315,"[71, 29, 32]","[27, 33, 16]","[18, 22, 20]",53.182060956954956
9,9.842915805643157e-05,0.5306316687360894,0.8855823922182837,268,0.6188553322430064,0.4626865671641791,0.4139287612971823,0.4124783605244975,0.6073,0.6506,0.5987,0.5909,0.4342,0.2167,132,76,60,1.4670279026031494,0.4526266416510319,"[78, 26, 28]","[31, 33, 12]","[26, 21, 13]",53.06119441986084
10,9.801468428384717e-05,0.5094825418220881,0.8977001071634655,268,0.5894104514121928,0.4552238805970149,0.38118022328548645,0.38125654281297416,0.5776,0.6775,0.5131,0.6742,0.3026,0.1667,132,76,60,1.4605883359909058,0.46669793621013134,"[89, 14, 29]","[45, 23, 8]","[41, 9, 10]",53.16115927696228
11,9.75528258147577e-05,0.48215203430261316,0.9150935619487264,268,0.5942698259987347,0.43283582089552236,0.42424242424242425,0.4189602116823006,0.5917,0.6756,0.5155,0.4394,0.5,0.3333,132,76,60,1.6715302467346191,0.4155722326454034,"[58, 25, 49]","[18, 38, 20]","[22, 18, 20]",53.39363956451416
12,9.70440384477113e-05,0.47211282529006265,0.9202868683538044,268,0.6112513335907299,0.458955223880597,0.43118022328548644,0.42311571400578635,0.6142,0.6565,0.563,0.5076,0.5526,0.2333,132,76,60,1.533132791519165,0.4446529080675422,"[67, 32, 33]","[20, 42, 14]","[20, 26, 14]",53.07558536529541
13,9.64888242944126e-05,0.4545317619889127,0.933805951694007,268,0.5978330353427103,0.4701492537313433,0.40106326422115895,0.4040482096990187,0.5958,0.6308,0.567,0.6742,0.3289,0.2,132,76,60,1.4568196535110474,0.4648217636022514,"[89, 15, 28]","[41, 25, 10]","[41, 7, 12]",53.10858130455017
14,9.588773128419907e-05,0.44141224735440193,0.9396587255790949,268,0.6440007210711545,0.5335820895522388,0.4609516214779372,0.45109023284110394,0.6507,0.6902,0.591,0.7197,0.5132,0.15,132,76,60,1.3552879095077515,0.4929643527204503,"[95, 29, 8]","[32, 39, 5]","[35, 16, 9]",53.29532313346863
15,9.5241352623301e-05,0.43208338270752616,0.9459236666391888,268,0.6165640651273391,0.48507462686567165,0.41626794258373206,0.4151232549314084,0.6075,0.666,0.5762,0.6742,0.4079,0.1667,132,76,60,1.3888535499572754,0.46622889305816134,"[89, 21, 22]","[37, 31, 8]","[39, 11, 10]",53.31025552749634
16,9.455032620941843e-05,0.421907884822459,0.9507872393042618,268,0.6440333635984757,0.48880597014925375,0.442982456140351,0.43035326845825006,0.633,0.7011,0.598,0.5833,0.5789,0.1667,132,76,60,1.4251385927200317,0.4845215759849906,"[77, 36, 19]","[25, 44, 7]","[29, 21, 10]",53.24763774871826
17,9.381533400219321e-05,0.41823750392846837,0.9526832083092902,268,0.6541076642977764,0.4626865671641791,0.4504518872939926,0.4293963697762769,0.632,0.7011,0.6292,0.447,0.6711,0.2333,132,76,60,1.6060124635696411,0.45637898686679174,"[59, 52, 21]","[20, 51, 5]","[19, 27, 14]",53.216689586639404
18,9.303710135019722e-05,0.40840892683259833,0.9587832824993817,268,0.5865153924485388,0.45149253731343286,0.3944976076555024,0.3965068643087219,0.5849,0.6474,0.5272,0.6212,0.3289,0.2333,132,76,60,1.4947763681411743,0.44793621013133206,"[82, 16, 34]","[40, 25, 11]","[31, 15, 14]",53.26172685623169
19,9.22163962751008e-05,0.40692745954321574,0.9592778831093892,268,0.6269041311393285,0.48880597014925375,0.4211323763955343,0.42139133025472963,0.6098,0.658,0.6129,0.6818,0.3816,0.2,132,76,60,1.4032617807388306,0.4727954971857411,"[90, 21, 21]","[35, 29, 12]","[37, 11, 12]",53.34098815917969
20,9.135402871372814e-05,0.39571864567018383,0.965130656994477,268,0.6383805739431706,0.503731343283582,0.43612440191387564,0.43616429389625266,0.6638,0.6571,0.5942,0.697,0.3947,0.2167,132,76,60,1.3620171546936035,0.48405253283302063,"[92, 19, 21]","[35, 30, 11]","[32, 15, 13]",53.05529499053955
21,9.045084971874742e-05,0.3924942425397741,0.9652955238644795,268,0.6239588219657879,0.5485074626865671,0.4666400850611377,0.4647515866001053,0.6286,0.6735,0.5698,0.7727,0.4605,0.1667,132,76,60,1.3516230583190918,0.4896810506566604,"[102, 13, 17]","[35, 35, 6]","[38, 12, 10]",53.08269000053406
22,8.950775061878456e-05,0.38698424362171296,0.9664495919544968,268,0.5966677991663479,0.44029850746268656,0.3898989898989899,0.3753984753984754,0.5889,0.6247,0.5764,0.553,0.5,0.1167,132,76,60,1.5750831365585327,0.44606003752345214,"[73, 44, 15]","[29, 38, 9]","[26, 27, 7]",53.23174858093262
23,8.852566213878951e-05,0.3834491050820213,0.9723023658395845,268,0.621103609099449,0.4664179104477612,0.43676236044657096,0.43504332817309915,0.6283,0.6205,0.6144,0.5682,0.3421,0.4,132,76,60,1.5473610162734985,0.45684803001876173,"[75, 19, 38]","[29, 26, 21]","[26, 10, 24]",53.36973595619202
24,8.750555348152303e-05,0.3819146678705383,0.9711482977495672,268,0.6334247752591406,0.4962686567164179,0.4383040935672515,0.4406061871597396,0.637,0.6675,0.5958,0.6667,0.3816,0.2667,132,76,60,1.4322429895401,0.4821763602251407,"[88, 19, 25]","[37, 29, 10]","[30, 14, 16]",53.28261661529541
25,8.644843137107063e-05,0.3775351501318935,0.9728793998845932,268,0.6109914826100972,0.4962686567164179,0.42692716640085066,0.4236655665566557,0.6107,0.6391,0.5832,0.7273,0.2368,0.3167,132,76,60,1.4703376293182373,0.4601313320825516,"[96, 9, 27]","[39, 18, 19]","[36, 5, 19]",53.30917572975159
26,8.535533905932742e-05,0.3687153763472715,0.9775781056796636,268,0.6591082311114239,0.5298507462686567,0.46916533758639023,0.47471632720884954,0.6412,0.7091,0.6271,0.697,0.4605,0.25,132,76,60,1.3945848941802979,0.50187617260788,"[92, 16, 24]","[35, 35, 6]","[36, 9, 15]",53.5732364654541
27,8.422735529643448e-05,0.36674764034292306,0.9792267743796884,268,0.6175849273275745,0.5186567164179104,0.45786815523657626,0.4648656898656898,0.6056,0.6875,0.5597,0.6894,0.4342,0.25,132,76,60,1.4328727722167969,0.47373358348968103,"[91, 12, 29]","[35, 33, 8]","[36, 9, 15]",53.48240089416504
28,8.306559326618263e-05,0.362196735120765,0.9811227433847168,268,0.6189275258088145,0.5,0.42780435938330674,0.42868805206417776,0.6024,0.6543,0.6001,0.7273,0.2895,0.2667,132,76,60,1.4633349180221558,0.4648217636022514,"[96, 12, 24]","[44, 22, 10]","[35, 9, 16]",53.264012813568115
29,8.187119948743452e-05,0.3617550239314566,0.9805457093397082,268,0.6417794825036506,0.5186567164179104,0.48274853801169587,0.4725874125874126,0.6257,0.697,0.6026,0.5833,0.6316,0.2333,132,76,60,1.5086976289749146,0.47795497185741087,"[77, 36, 19]","[21, 48, 7]","[30, 16, 14]",53.32574701309204
30,8.064535268264887e-05,0.36179438911672573,0.9814524771247218,268,0.6283201673197802,0.4962686567164179,0.43761297182349806,0.444710233820304,0.6148,0.6683,0.6018,0.6742,0.3553,0.2833,132,76,60,1.455718994140625,0.47607879924953095,"[89, 9, 34]","[38, 27, 11]","[35, 8, 17]",53.335986375808716
31,7.938926261462371e-05,0.3558966551989737,0.9849146813947737,268,0.6468091492593234,0.5261194029850746,0.47036150983519404,0.4725760222788302,0.6433,0.6896,0.6075,0.6742,0.4868,0.25,132,76,60,1.4573701620101929,0.4981238273921201,"[89, 22, 21]","[33, 37, 6]","[33, 12, 15]",53.307361125946045
32,7.810416889260659e-05,0.35376691012437145,0.9863160497897947,268,0.6556233890163844,0.5261194029850746,0.4563795853269537,0.453015459117154,0.6781,0.6813,0.6075,0.7121,0.4737,0.1833,132,76,60,1.3641787767410278,0.5051594746716698,"[94, 22, 16]","[36, 36, 4]","[33, 16, 11]",53.12956929206848
33,7.679133974894988e-05,0.3541775477727516,0.9858214491797873,268,0.6314170277284634,0.48507462686567165,0.4528442317916002,0.4537642129004255,0.6105,0.6985,0.5853,0.5682,0.4737,0.3167,132,76,60,1.5480597019195557,0.4596622889305816,"[75, 20, 37]","[27, 36, 13]","[26, 15, 19]",42.2028546333313
34,7.545207078751862e-05,0.34986263240870497,0.9876349847498145,268,0.6392987819821218,0.5335820895522388,0.4742424242424243,0.47379468382431944,0.6454,0.6804,0.5921,0.6894,0.5,0.2333,132,76,60,1.4042130708694458,0.49624765478424016,"[91, 21, 20]","[31, 38, 7]","[30, 16, 14]",48.58549666404724
35,7.408768370508582e-05,0.35132924718953507,0.9868106503998022,268,0.6379034563003216,0.5447761194029851,0.4760233918128655,0.4811882716049383,0.6361,0.6753,0.6023,0.75,0.3947,0.2833,132,76,60,1.4371274709701538,0.4906191369606004,"[99, 14, 19]","[34, 30, 12]","[35, 8, 17]",50.1431450843811
36,7.26995249869774e-05,0.35030563162043526,0.9869755172698046,268,0.6404480361185082,0.5186567164179104,0.4327219564061669,0.4324467972561814,0.6746,0.6687,0.578,0.7727,0.3421,0.1833,132,76,60,1.4249776601791382,0.4929643527204503,"[102, 9, 21]","[37, 26, 13]","[39, 10, 11]",50.190603256225586
37,7.12889645782537e-05,0.3506100476697098,0.9873052510098096,268,0.6569133617822666,0.5410447761194029,0.479558745348219,0.489980925197016,0.6493,0.6913,0.6301,0.7273,0.3947,0.3167,132,76,60,1.3924953937530518,0.5079737335834896,"[96, 7, 29]","[35, 30, 11]","[36, 5, 19]",50.20545053482056
38,6.985739453173908e-05,0.34753433062762756,0.9875525513148133,268,0.6696123949365047,0.5223880597014925,0.4513024986709197,0.4537283211646312,0.6704,0.7189,0.6196,0.7197,0.4342,0.2,132,76,60,1.3863171339035034,0.5060975609756098,"[95, 13, 24]","[30, 33, 13]","[36, 12, 12]",50.37339162826538
39,6.840622763423397e-05,0.34139734654500864,0.992333690544885,268,0.6242957077322403,0.5223880597014925,0.45385433280170123,0.45432826051382746,0.6132,0.6604,0.5993,0.7045,0.4737,0.1833,132,76,60,1.4667034149169922,0.4723264540337711,"[93, 16, 23]","[29, 36, 11]","[37, 12, 11]",50.13610124588013
40,6.693689601226464e-05,0.34233526837235184,0.9914269227598714,268,0.6415825542276781,0.5149253731343284,0.48096757044125465,0.48338261418549755,0.6248,0.7113,0.5886,0.6061,0.4868,0.35,132,76,60,1.534237265586853,0.47889305816135086,"[80, 18, 34]","[31, 37, 8]","[26, 13, 21]",50.43614077568054
41,6.545084971874744e-05,0.34242051935640094,0.9910147555848652,268,0.6301958976373644,0.5410447761194029,0.4536682615629984,0.44509899937995295,0.6322,0.6615,0.5969,0.7803,0.4474,0.1333,132,76,60,1.3944613933563232,0.5004690431519699,"[103, 18, 11]","[38, 34, 4]","[39, 13, 8]",49.89982223510742
42,6.394955530196154e-05,0.34263992592583054,0.9908498887148628,268,0.6284433120951116,0.5149253731343284,0.4537480063795853,0.4595374443925578,0.5982,0.6452,0.6419,0.7121,0.3158,0.3333,132,76,60,1.4761438369750977,0.4826454033771107,"[94, 11, 27]","[43, 24, 9]","[36, 4, 20]",50.454357862472534
43,6.24344943582428e-05,0.3402950408560712,0.992333690544885,268,0.6458554232789914,0.5111940298507462,0.4588782562466773,0.4662743666940365,0.6056,0.7233,0.6087,0.6591,0.4342,0.2833,132,76,60,1.4816378355026245,0.48405253283302063,"[87, 18, 27]","[34, 33, 9]","[38, 5, 17]",50.160348415374756
44,6.0907162069827195e-05,0.3370925341068337,0.9934053251999011,268,0.6353299513201797,0.5186567164179104,0.45228601807549174,0.45568764931227995,0.6202,0.673,0.6127,0.7121,0.3947,0.25,132,76,60,1.444690465927124,0.4929643527204503,"[94, 14, 24]","[36, 30, 10]","[33, 12, 15]",50.43962550163269
45,5.93690657292863e-05,0.3346809335006904,0.9949715604649245,268,0.6138391479843684,0.5186567164179104,0.4420255183413078,0.44470620209415074,0.6124,0.6628,0.5663,0.7348,0.4079,0.1833,132,76,60,1.4254786968231201,0.4821763602251407,"[97, 12, 23]","[38, 31, 7]","[40, 9, 11]",50.246986865997314
46,5.7821723252011606e-05,0.3367699851169009,0.9939823592449097,268,0.6637610720355497,0.5559701492537313,0.47706007442849546,0.4815241514671779,0.6545,0.7124,0.6244,0.7803,0.4342,0.2167,132,76,60,1.3709460496902466,0.5173545966228893,"[103, 15, 14]","[38, 33, 5]","[40, 7, 13]",50.498270988464355
47,5.6266661678215284e-05,0.336451843578693,0.9938174923749072,268,0.6148706943211587,0.5186567164179104,0.4320308346624136,0.4323940459323783,0.5834,0.6584,0.6027,0.7803,0.3158,0.2,132,76,60,1.4146265983581543,0.47842401500938087,"[103, 11, 18]","[47, 24, 5]","[41, 7, 12]",42.40322780609131
48,5.470541566592577e-05,0.3365751113495384,0.9943120929849146,268,0.6396615934590005,0.5074626865671642,0.46283891547049444,0.4559350805392413,0.6365,0.6917,0.5907,0.6061,0.5658,0.2167,132,76,60,1.5469521284103394,0.4695121951219512,"[80, 33, 19]","[24, 43, 9]","[30, 17, 13]",42.2736701965332
49,5.313952597646573e-05,0.3336133239157427,0.9950539938999258,268,0.6347618634697776,0.5373134328358209,0.453003721424774,0.4445412510986282,0.6331,0.6776,0.5936,0.7652,0.4605,0.1333,132,76,60,1.41450834274292,0.50093808630394,"[101, 17, 14]","[35, 35, 6]","[37, 15, 8]",49.99976348876953
50,5.1570537953906474e-05,0.33183359893429026,0.9962904954249444,268,0.6259831266192527,0.5111940298507462,0.4425571504518873,0.44441754102771047,0.6101,0.678,0.5899,0.697,0.4474,0.1833,132,76,60,1.4296561479568481,0.4817073170731707,"[92, 15, 25]","[33, 34, 9]","[38, 11, 11]",50.431803703308105
51,5.0000000000000057e-05,0.33200595243462,0.9956310279449344,268,0.639252551713852,0.5373134328358209,0.47283359914938866,0.4784096528947787,0.6321,0.6957,0.5899,0.7273,0.4079,0.2833,132,76,60,1.445639729499817,0.49390243902439024,"[96, 15, 21]","[39, 31, 6]","[32, 11, 17]",50.40583825111389
52,4.842946204609364e-05,0.33243752044735597,0.9955485945099333,268,0.6704637956427817,0.5485074626865671,0.4733918128654971,0.4731699993995076,0.6668,0.7367,0.6079,0.75,0.4868,0.1833,132,76,60,1.327829360961914,0.5178236397748592,"[99, 19, 14]","[33, 37, 6]","[41, 8, 11]",50.428232192993164
53,4.686047402353438e-05,0.33027177112099165,0.9967850960349518,268,0.6699539884887215,0.5485074626865671,0.47312599681020734,0.452479113884294,0.6694,0.7287,0.6118,0.7273,0.5921,0.1,132,76,60,1.3726186752319336,0.5089118198874296,"[96, 28, 8]","[25, 45, 6]","[40, 14, 6]",50.45852828025818
54,4.529458433407433e-05,0.3311398781079981,0.9961256285549419,268,0.6398842482337065,0.5111940298507462,0.43277511961722487,0.4277387498231784,0.6397,0.6658,0.6141,0.7273,0.4211,0.15,132,76,60,1.4130027294158936,0.49577861163227016,"[96, 19, 17]","[38, 32, 6]","[37, 14, 9]",50.130656719207764
55,4.3733338321784836e-05,0.33219434583917234,0.9963729288599456,268,0.6467682507228752,0.5708955223880597,0.47807017543859653,0.47519841269841273,0.6511,0.6837,0.6054,0.8333,0.4342,0.1667,132,76,60,1.3590545654296875,0.5098499061913696,"[110, 12, 10]","[39, 33, 4]","[39, 11, 10]",50.574790239334106
56,4.21782767479885e-05,0.32839101688082184,0.9979391641249691,268,0.6540328245992914,0.5410447761194029,0.4588250930356194,0.4625150610299125,0.6454,0.6928,0.6239,0.7879,0.3553,0.2333,132,76,60,1.376560926437378,0.5098499061913696,"[104, 9, 19]","[41, 27, 8]","[38, 8, 14]",50.386725425720215
57,4.0630934270713814e-05,0.32925149636004863,0.9975269969499629,268,0.6533821597434214,0.5149253731343284,0.4704944178628389,0.4742093032415613,0.6395,0.6964,0.6242,0.6439,0.4342,0.3333,132,76,60,1.477871060371399,0.48639774859287055,"[85, 23, 24]","[30, 33, 13]","[32, 8, 20]",50.511547327041626
58,3.909283793017293e-05,0.32881747305457093,0.9975269969499629,268,0.651989314811006,0.5298507462686567,0.46172248803827753,0.4658505745462267,0.6339,0.6784,0.6437,0.7273,0.4079,0.25,132,76,60,1.4415241479873657,0.49437148217636023,"[96, 15, 21]","[36, 31, 9]","[35, 10, 15]",50.603801012039185
59,3.75655056417573e-05,0.32760323016703075,0.9981040309949716,268,0.6534945188969957,0.5111940298507462,0.46259968102073357,0.4658407018756221,0.6215,0.6853,0.6537,0.6439,0.4605,0.2833,132,76,60,1.4903010129928589,0.4817073170731707,"[85, 22, 25]","[34, 35, 7]","[31, 12, 17]",50.385175943374634
60,3.605044469803859e-05,0.3281928023053025,0.9981864644299728,268,0.6575223274962051,0.5708955223880597,0.4799308878256247,0.47841436547663313,0.6457,0.6917,0.6351,0.8258,0.4474,0.1667,132,76,60,1.3383651971817017,0.5126641651031895,"[109, 12, 11]","[40, 34, 2]","[40, 10, 10]",49.169163942337036
61,3.454915028125269e-05,0.3279926758215007,0.9981040309949716,268,0.6424839025675907,0.5223880597014925,0.45922381711855403,0.46351718791581326,0.6289,0.6691,0.6295,0.697,0.4474,0.2333,132,76,60,1.4893500804901123,0.4831144465290807,"[92, 15, 25]","[31, 34, 11]","[36, 10, 14]",33.48366117477417
