epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_per_class_auc_0,val_per_class_auc_1,val_per_class_auc_2,val_per_class_recall_0,val_per_class_recall_1,val_per_class_recall_2,val_class_counts_0,val_class_counts_1,val_class_counts_2,val_confusion_0,val_confusion_1,val_confusion_2,val_val_loss,val_val_acc_slice,seconds
79,1.1474337861210562e-05,0.3285798329177314,1.0,268,0.6255883021991768,0.5223880597014925,0.45901116427432215,0.46124002978097556,0.6549,0.6251,0.5967,0.7121,0.3816,0.2833,132,76,60,"[94, 20, 18]","[30, 29, 17]","[33, 10, 17]",1.2339085340499878,0.4718574108818011,12.23880648612976
80,1.0492249381215497e-05,0.32798524956722447,0.9999175665649987,268,0.6187954935608767,0.5149253731343284,0.4455608718766613,0.4454720079313443,0.6531,0.6078,0.5955,0.7121,0.4079,0.2167,132,76,60,"[94, 18, 20]","[32, 31, 13]","[32, 15, 13]",1.2130898237228394,0.4807692307692308,16.944029331207275
81,9.549150281252648e-06,0.3282245601081424,0.9999175665649987,268,0.6353667810517656,0.5074626865671642,0.42769803296119085,0.42371316284359767,0.6596,0.6253,0.6212,0.7348,0.3816,0.1667,132,76,60,"[97, 18, 17]","[35, 29, 12]","[35, 15, 10]",1.1946182250976562,0.4878048780487805,18.369001150131226
82,8.645971286271927e-06,0.32777403401538413,1.0,268,0.6351223520631414,0.5111940298507462,0.4339447102604998,0.4297833332038563,0.6591,0.6475,0.5988,0.7273,0.4079,0.1667,132,76,60,"[96, 22, 14]","[31, 31, 14]","[37, 13, 10]",1.1764072179794312,0.4929643527204503,18.698821783065796
83,7.78360372489927e-06,0.3278405281729144,0.9998351331299975,268,0.624975147401618,0.5186567164179104,0.4338915470494418,0.432218382560692,0.6531,0.625,0.5968,0.7727,0.3289,0.2,132,76,60,"[102, 16, 14]","[39, 25, 12]","[40, 8, 12]",1.1826492547988892,0.48827392120075047,18.648513793945312
84,6.962898649802823e-06,0.3280435527071655,1.0,268,0.6249596990986309,0.5111940298507462,0.43628389154704944,0.43457694450500206,0.6558,0.6231,0.596,0.7273,0.3816,0.2,132,76,60,"[96, 21, 15]","[34, 29, 13]","[35, 13, 12]",1.1879462003707886,0.48874296435272047,18.773608922958374
85,6.184665997806831e-06,0.32806001524374534,1.0,268,0.6218744982120562,0.503731343283582,0.4177299308878257,0.4131134974847875,0.6503,0.6318,0.5835,0.7576,0.3289,0.1667,132,76,60,"[100, 19, 13]","[40, 25, 11]","[41, 9, 10]",1.1948151588439941,0.4948405253283302,18.941891193389893
86,5.449673790581619e-06,0.3283332973760407,1.0,268,0.619029321104592,0.5261194029850746,0.44941520467836255,0.44913528325237384,0.6536,0.6254,0.578,0.75,0.3816,0.2167,132,76,60,"[99, 20, 13]","[35, 29, 12]","[36, 11, 13]",1.1902230978012085,0.4845215759849906,18.372584104537964
87,4.75864737669904e-06,0.3278317132694646,1.0,268,0.6262590724011968,0.5186567164179104,0.4210792131844763,0.414371097775353,0.653,0.6343,0.5915,0.8106,0.3026,0.15,132,76,60,"[107, 12, 13]","[41, 23, 12]","[45, 6, 9]",1.1816637516021729,0.4981238273921201,18.745763778686523
88,4.112268715800961e-06,0.3275091441541814,0.9999175665649987,268,0.6267661356960893,0.5111940298507462,0.44489633173843696,0.4442317945665786,0.6625,0.6258,0.592,0.697,0.4211,0.2167,132,76,60,"[92, 24, 16]","[30, 32, 14]","[34, 13, 13]",1.197627305984497,0.48358348968105064,18.53779888153076
89,3.5111757055874383e-06,0.32772820859265517,0.9999175665649987,268,0.629158423813029,0.5074626865671642,0.43444976076555025,0.43123807602363057,0.6591,0.6268,0.6016,0.7121,0.4079,0.1833,132,76,60,"[94, 23, 15]","[33, 31, 12]","[34, 15, 11]",1.1950628757476807,0.4821763602251407,18.871904850006104
