epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_sensitivity,val_specificity,val_ppv,val_npv,val_per_class_auc_0,val_per_class_auc_1,val_per_class_recall_0,val_per_class_recall_1,val_class_counts_0,val_class_counts_1,val_positive_rate,val_trivial_baseline_accuracy,val_val_loss,val_val_acc_slice,val_confusion_0,val_confusion_1,seconds
11,2.92658477444273e-05,0.2968175535106398,0.9678669097538742,177,0.5293670115642118,0.6384180790960452,0.5312690200852099,0.5300365084633256,0.2641509433962264,0.7983870967741935,0.358974358974359,0.717391304347826,,,0.7984,0.2642,124,53,0.2994350282485876,0.7005649717514124,0.9439394474029541,0.6285310734463276,"[99, 25]","[39, 14]",35.71222734451294
12,2.9113211534313382e-05,0.2984390467432486,0.9701458523245214,177,0.5849056603773586,0.6440677966101694,0.4974893487522824,0.4771906793567443,0.1320754716981132,0.8629032258064516,0.2916666666666667,0.6993464052287581,,,0.8629,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.8933455348014832,0.6313559322033898,"[107, 17]","[46, 7]",35.86949062347412
13,2.894664728832377e-05,0.28482422876488434,0.9794895168641751,177,0.554169202678028,0.6101694915254238,0.5435179549604383,0.5426699120014978,0.37735849056603776,0.7096774193548387,0.35714285714285715,0.7272727272727273,,,0.7097,0.3774,124,53,0.2994350282485876,0.7005649717514124,1.038182258605957,0.594632768361582,"[88, 36]","[33, 20]",34.17701315879822
14,2.8766319385259714e-05,0.27251437803562273,0.9847310847766636,177,0.5795800365185635,0.6610169491525424,0.5095861229458308,0.4874517374517374,0.1320754716981132,0.8870967741935484,0.3333333333333333,0.7051282051282052,,,0.8871,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.8549165725708008,0.6581920903954802,"[110, 14]","[46, 7]",24.182548999786377
15,2.8572405786990293e-05,0.2748992280082042,0.98359161349134,177,0.5426049908703592,0.6101694915254238,0.48950091296409004,0.4821708713165147,0.18867924528301888,0.7903225806451613,0.2777777777777778,0.6950354609929078,,,0.7903,0.1887,124,53,0.2994350282485876,0.7005649717514124,1.0091935396194458,0.617231638418079,"[98, 26]","[43, 10]",41.109102964401245
16,2.8365097862825516e-05,0.26763020239858704,0.9856426618049225,177,0.532258064516129,0.5932203389830508,0.4936092513694461,0.49202806122448983,0.24528301886792453,0.7419354838709677,0.28888888888888886,0.696969696969697,,,0.7419,0.2453,124,53,0.2994350282485876,0.7005649717514124,1.0892821550369263,0.596045197740113,"[92, 32]","[40, 13]",39.26781749725342
17,2.814460020065795e-05,0.2652010087436617,0.9883773928896992,177,0.4878271454656117,0.536723163841808,0.5235088253195375,0.5076662143826323,0.49056603773584906,0.5564516129032258,0.32098765432098764,0.71875,,,0.5565,0.4906,124,53,0.2994350282485876,0.7005649717514124,1.3917946815490723,0.5353107344632768,"[69, 55]","[27, 26]",39.97113370895386
18,2.7911130405059155e-05,0.27173399599226583,0.9833637192342753,177,0.5756238587948874,0.6440677966101694,0.5028910529519173,0.48672036823935555,0.1509433962264151,0.8548387096774194,0.3076923076923077,0.7019867549668874,,,0.8548,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9147985577583313,0.652542372881356,"[106, 18]","[45, 8]",40.03828954696655
19,2.7664918882530227e-05,0.2658132520065377,0.987693710118505,177,0.5459525258673159,0.5932203389830508,0.4611990261716372,0.44706699062825406,0.1320754716981132,0.7903225806451613,0.21212121212121213,0.6805555555555556,,,0.7903,0.1321,124,53,0.2994350282485876,0.7005649717514124,1.0144213438034058,0.6073446327683616,"[98, 26]","[46, 7]",40.993963956832886
20,2.7406208614118427e-05,0.26164333235706755,0.9911121239744758,177,0.5649726110772977,0.6440677966101694,0.5353012781497261,0.5340742907282832,0.2641509433962264,0.8064516129032258,0.3684210526315789,0.7194244604316546,,,0.8065,0.2642,124,53,0.2994350282485876,0.7005649717514124,0.9024428129196167,0.6610169491525424,"[100, 24]","[39, 14]",40.238614082336426
21,2.713525491562421e-05,0.2553392964922089,0.9938468550592525,177,0.5451917224589166,0.655367231638418,0.5163572732805843,0.5030149597238205,0.16981132075471697,0.8629032258064516,0.34615384615384615,0.7086092715231788,,,0.8629,0.1698,124,53,0.2994350282485876,0.7005649717514124,0.9165973663330078,0.6398305084745762,"[107, 17]","[44, 9]",40.33955264091492
22,2.685232518563535e-05,0.2600464034102239,0.9915679124886053,177,0.5782105903834448,0.6440677966101694,0.5082927571515521,0.49572649572649574,0.16981132075471697,0.8467741935483871,0.32142857142857145,0.7046979865771812,,,0.8468,0.1698,124,53,0.2994350282485876,0.7005649717514124,0.9054322242736816,0.6511299435028248,"[105, 19]","[44, 9]",40.98504567146301
23,2.6557698641636835e-05,0.263259734690135,0.9890610756608933,177,0.5521911138161899,0.6610169491525424,0.5636031649421789,0.5654664484451719,0.32075471698113206,0.8064516129032258,0.4146341463414634,0.7352941176470589,,,0.8065,0.3208,124,53,0.2994350282485876,0.7005649717514124,0.9389172792434692,0.6412429378531074,"[100, 24]","[36, 17]",40.1610164642334
24,2.6251666044456892e-05,0.2647311437532048,0.9879216043755698,177,0.5888618381010347,0.655367231638418,0.5055538648813147,0.48401433691756274,0.1320754716981132,0.8790322580645161,0.3181818181818182,0.7032258064516129,,,0.879,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.890942394733429,0.653954802259887,"[109, 15]","[46, 7]",40.2118558883667
25,2.593452941132117e-05,0.25539220846449123,0.9933910665451231,177,0.5535605599513086,0.6045197740112994,0.4746652465003043,0.46242624088858036,0.1509433962264151,0.7983870967741935,0.24242424242424243,0.6875,,,0.7984,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9458988904953003,0.6115819209039548,"[99, 25]","[45, 8]",40.39622092247009
26,2.560660171779821e-05,0.25787667871716896,0.9924794895168642,177,0.5716676810712112,0.6101694915254238,0.5165094339622641,0.5162210338680927,0.2830188679245283,0.75,0.32608695652173914,0.7099236641221374,,,0.75,0.283,124,53,0.2994350282485876,0.7005649717514124,1.0416778326034546,0.6045197740112994,"[93, 31]","[38, 15]",41.01934623718262
27,2.526820658893033e-05,0.2518161992757236,0.995897903372835,177,0.5413877054169203,0.6497175141242938,0.47991479001825926,0.43572603866721515,0.05660377358490566,0.9032258064516129,0.2,0.691358024691358,,,0.9032,0.0566,124,53,0.2994350282485876,0.7005649717514124,0.8434394598007202,0.6624293785310734,"[112, 12]","[50, 3]",40.19546675682068
28,2.4919677979854776e-05,0.26075256403294494,0.9908842297174111,177,0.5838405356055996,0.6610169491525424,0.5203895313451005,0.5066889632107023,0.16981132075471697,0.8709677419354839,0.36,0.7105263157894737,,,0.871,0.1698,124,53,0.2994350282485876,0.7005649717514124,0.8569194674491882,0.652542372881356,"[108, 16]","[44, 9]",40.33950710296631
29,2.4561359846230346e-05,0.25283938662616795,0.9945305378304466,177,0.5693852708460134,0.672316384180791,0.490642118076689,0.43294299602297837,0.03773584905660377,0.9435483870967742,0.2222222222222222,0.6964285714285714,,,0.9435,0.0377,124,53,0.2994350282485876,0.7005649717514124,0.7842493653297424,0.6709039548022598,"[117, 7]","[51, 2]",40.504820585250854
30,2.419360580479465e-05,0.252681930388987,0.9943026435733819,177,0.5384966524650031,0.6610169491525424,0.5527997565429094,0.553030303030303,0.2830188679245283,0.8225806451612904,0.40540540540540543,0.7285714285714285,,,0.8226,0.283,124,53,0.2994350282485876,0.7005649717514124,0.9370306730270386,0.653954802259887,"[102, 22]","[38, 15]",41.2855019569397
31,2.38167787843871e-05,0.256351272736013,0.9927073837739289,177,0.5231284236153378,0.6440677966101694,0.5136944613511869,0.5042457653492198,0.18867924528301888,0.8387096774193549,0.3333333333333333,0.7074829931972789,,,0.8387,0.1887,124,53,0.2994350282485876,0.7005649717514124,0.9441716074943542,0.6384180790960452,"[104, 20]","[43, 10]",39.90035820007324
32,2.343125066778196e-05,0.25498808006210116,0.9936189608021878,177,0.49163116250760797,0.5875706214689266,0.4625684723067559,0.4521517913928344,0.1509433962264151,0.7741935483870968,0.2222222222222222,0.6808510638297872,,,0.7742,0.1509,124,53,0.2994350282485876,0.7005649717514124,1.11220383644104,0.5889830508474576,"[96, 28]","[45, 8]",40.250853538513184
33,2.3037401924684947e-05,0.2557385843671661,0.9933910665451231,177,0.5566037735849056,0.6214689265536724,0.49216372489348753,0.48134703695604636,0.16981132075471697,0.8145161290322581,0.28125,0.696551724137931,,,0.8145,0.1698,124,53,0.2994350282485876,0.7005649717514124,0.9817535877227783,0.6242937853107344,"[101, 23]","[44, 9]",40.82700490951538
34,2.263562123625557e-05,0.2521925641931831,0.9954421148587056,177,0.5648204503956178,0.6497175141242938,0.4907181984175289,0.45951536643026003,0.09433962264150944,0.8870967741935484,0.2631578947368421,0.6962025316455697,,,0.8871,0.0943,124,53,0.2994350282485876,0.7005649717514124,0.909237802028656,0.6497175141242938,"[110, 14]","[48, 5]",40.22568154335022
35,2.222630511152573e-05,0.24900321299745043,0.9970373746581586,177,0.5812538040170421,0.6440677966101694,0.5190961655508217,0.5123113929586705,0.20754716981132076,0.8306451612903226,0.34375,0.7103448275862069,,,0.8306,0.2075,124,53,0.2994350282485876,0.7005649717514124,0.9839043021202087,0.6370056497175142,"[103, 21]","[42, 11]",40.136534690856934
36,2.1809857496093203e-05,0.2514402238259885,0.9956700091157703,177,0.5639074863055387,0.6214689265536724,0.4813603164942179,0.46370913037579703,0.1320754716981132,0.8306451612903226,0.25,0.6912751677852349,,,0.8306,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.975741446018219,0.6299435028248588,"[103, 21]","[46, 7]",40.27066469192505
37,2.138668937347609e-05,0.25437249850444393,0.9940747493163172,177,0.5891661594643944,0.6836158192090396,0.5419202678027998,0.5308595229079894,0.18867924528301888,0.8951612903225806,0.43478260869565216,0.7207792207792207,,,0.8952,0.1887,124,53,0.2994350282485876,0.7005649717514124,0.8402994275093079,0.6822033898305084,"[111, 13]","[43, 10]",40.91651463508606
38,2.095721835952171e-05,0.25151597529839903,0.9954421148587056,177,0.5015216068167986,0.5988700564971752,0.49764150943396224,0.4958883228368567,0.24528301886792453,0.75,0.29545454545454547,0.6992481203007519,,,0.75,0.2453,124,53,0.2994350282485876,0.7005649717514124,1.141581416130066,0.5988700564971752,"[93, 31]","[40, 13]",40.257596015930176
39,2.0521868290270175e-05,0.24974762491453964,0.9961257976298997,177,0.553104077906269,0.6779661016949152,0.50007608034084,0.4496809032891507,0.05660377358490566,0.9435483870967742,0.3,0.7005988023952096,,,0.9435,0.0566,124,53,0.2994350282485876,0.7005649717514124,0.8301640152931213,0.6751412429378532,"[117, 7]","[50, 3]",39.93987989425659
40,2.0081068803679374e-05,0.25505854590110816,0.9933910665451231,177,0.5453438831405965,0.6440677966101694,0.5190961655508217,0.5123113929586705,0.20754716981132076,0.8306451612903226,0.34375,0.7103448275862069,,,0.8306,0.2075,124,53,0.2994350282485876,0.7005649717514124,0.9433174729347229,0.634180790960452,"[103, 21]","[42, 11]",40.89006543159485
41,1.9635254915624214e-05,0.24649097925984217,0.9984047402005469,177,0.5512781497261108,0.6384180790960452,0.5096622032866708,0.5005291005291005,0.18867924528301888,0.8306451612903226,0.3225806451612903,0.7054794520547946,,,0.8306,0.1887,124,53,0.2994350282485876,0.7005649717514124,1.0020272731781006,0.6285310734463276,"[103, 21]","[43, 10]",40.531710624694824
42,1.9184866590588444e-05,0.24874510717261566,0.9968094804010939,177,0.5786670724284845,0.672316384180791,0.5338557516737675,0.5231326644370122,0.18867924528301888,0.8790322580645161,0.4,0.7171052631578947,,,0.879,0.1887,124,53,0.2994350282485876,0.7005649717514124,0.9313609600067139,0.653954802259887,"[109, 15]","[43, 10]",40.30515122413635
43,1.873034830747282e-05,0.2512787338159469,0.9952142206016409,177,0.5127814972611077,0.615819209039548,0.47192635423006696,0.4509124087591241,0.11320754716981132,0.8306451612903226,0.2222222222222222,0.6866666666666666,,,0.8306,0.1132,124,53,0.2994350282485876,0.7005649717514124,1.0196433067321777,0.6214689265536724,"[103, 21]","[47, 6]",40.04325580596924
44,1.8272148620948143e-05,0.2492866898626225,0.9961257976298997,177,0.5397139379184419,0.6384180790960452,0.4934570906877663,0.4738015607580825,0.1320754716981132,0.8548387096774194,0.28,0.6973684210526315,,,0.8548,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.9352287650108337,0.6398305084745762,"[106, 18]","[46, 7]",40.96342325210571
45,1.7810719718785875e-05,0.2535544771874288,0.9943026435733819,177,0.5502130249543518,0.632768361581921,0.4786214242239805,0.45017921146953405,0.09433962264150944,0.8629032258064516,0.22727272727272727,0.6903225806451613,,,0.8629,0.0943,124,53,0.2994350282485876,0.7005649717514124,0.9434557557106018,0.635593220338983,"[107, 17]","[48, 5]",40.08998680114746
46,1.7346516975603466e-05,0.2458976530007264,0.9981768459434822,177,0.5444309190505173,0.6497175141242938,0.5069233110164334,0.49024526198439244,0.1509433962264151,0.8629032258064516,0.32,0.7039473684210527,,,0.8629,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9184237718582153,0.6454802259887006,"[107, 17]","[45, 8]",40.18190598487854
47,1.6879998503464568e-05,0.24811970546447698,0.9970373746581586,177,0.5748630553864882,0.6271186440677966,0.512401095556908,0.5083333333333333,0.22641509433962265,0.7983870967741935,0.32432432432432434,0.7071428571428572,,,0.7984,0.2264,124,53,0.2994350282485876,0.7005649717514124,1.0313866138458252,0.6228813559322034,"[99, 25]","[41, 12]",40.31919836997986
48,1.6411624699777716e-05,0.24366861793705846,0.9993163172288059,177,0.5716676810712112,0.6271186440677966,0.49079427875836884,0.47623744619799135,0.1509433962264151,0.8306451612903226,0.27586206896551724,0.6959459459459459,,,0.8306,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9726191759109497,0.6313559322033898,"[103, 21]","[45, 8]",40.93214678764343
49,1.5941857792939705e-05,0.24867099702847253,0.9970373746581586,177,0.553104077906269,0.6440677966101694,0.48668594035301277,0.4563935065568176,0.09433962264150944,0.8790322580645161,0.25,0.6942675159235668,,,0.879,0.0943,124,53,0.2994350282485876,0.7005649717514124,0.9036628007888794,0.655367231638418,"[109, 15]","[48, 5]",40.009050607681274
50,1.5471161386171928e-05,0.24907203750818996,0.9961257976298997,177,0.5380401704199635,0.6214689265536724,0.4759586122945831,0.4541311852704258,0.11320754716981132,0.8387096774193549,0.23076923076923078,0.6887417218543046,,,0.8387,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.989399790763855,0.6228813559322034,"[104, 20]","[47, 6]",40.24359726905823
51,1.5000000000000004e-05,0.2447200695166505,0.9988605287146763,177,0.5432136335970785,0.6214689265536724,0.4759586122945831,0.4541311852704258,0.11320754716981132,0.8387096774193549,0.23076923076923078,0.6887417218543046,,,0.8387,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.9915222525596619,0.632768361581921,"[104, 20]","[47, 6]",40.66590762138367
52,1.452883861382808e-05,0.2481768737626054,0.9968094804010939,177,0.5152160681679854,0.615819209039548,0.46652465003043214,0.44091415830546266,0.09433962264150944,0.8387096774193549,0.2,0.6842105263157895,,,0.8387,0.0943,124,53,0.2994350282485876,0.7005649717514124,0.9445823431015015,0.6313559322033898,"[104, 20]","[48, 5]",40.37161159515381
53,1.4058142207060302e-05,0.24964992415394258,0.9954421148587056,177,0.5386488131466829,0.6101694915254238,0.48950091296409004,0.4821708713165147,0.18867924528301888,0.7903225806451613,0.2777777777777778,0.6950354609929078,,,0.7903,0.1887,124,53,0.2994350282485876,0.7005649717514124,1.0257314443588257,0.6228813559322034,"[98, 26]","[43, 10]",40.0701961517334
54,1.3588375300222287e-05,0.2454191362629615,0.9986326344576116,177,0.5602556299452222,0.672316384180791,0.5392574558734023,0.5316605839416059,0.20754716981132076,0.8709677419354839,0.4074074074074074,0.72,,,0.871,0.2075,124,53,0.2994350282485876,0.7005649717514124,0.9515284299850464,0.6468926553672316,"[108, 16]","[42, 11]",40.077468156814575
55,1.312000149653544e-05,0.24556746782774042,0.9984047402005469,177,0.5671028606208156,0.6271186440677966,0.512401095556908,0.5083333333333333,0.22641509433962265,0.7983870967741935,0.32432432432432434,0.7071428571428572,,,0.7984,0.2264,124,53,0.2994350282485876,0.7005649717514124,1.0173907279968262,0.6271186440677966,"[99, 25]","[41, 12]",40.98215413093567
56,1.2653483024396538e-05,0.24379227393957953,0.9990884229717412,177,0.5581253804017042,0.6384180790960452,0.4934570906877663,0.4738015607580825,0.1320754716981132,0.8548387096774194,0.28,0.6973684210526315,,,0.8548,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.9356603026390076,0.652542372881356,"[106, 18]","[46, 7]",40.04996156692505
57,1.2189280281214133e-05,0.245366836311389,0.9984047402005469,177,0.5754716981132075,0.6666666666666666,0.513618381010347,0.49090820455321016,0.1320754716981132,0.8951612903225806,0.35,0.7070063694267515,,,0.8952,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.901966392993927,0.6610169491525424,"[111, 13]","[46, 7]",40.29463815689087
58,1.1727851379051868e-05,0.24550779580852608,0.9984047402005469,177,0.557364576993305,0.655367231638418,0.5163572732805843,0.5030149597238205,0.16981132075471697,0.8629032258064516,0.34615384615384615,0.7086092715231788,,,0.8629,0.1698,124,53,0.2994350282485876,0.7005649717514124,0.9356479048728943,0.6454802259887006,"[107, 17]","[44, 9]",40.44129467010498
59,1.126965169252718e-05,0.24425281952377223,0.9990884229717412,177,0.5549300060864273,0.6271186440677966,0.5069993913572732,0.5009398496240601,0.20754716981132076,0.8064516129032258,0.3142857142857143,0.704225352112676,,,0.8065,0.2075,124,53,0.2994350282485876,0.7005649717514124,1.0214630365371704,0.632768361581921,"[100, 24]","[42, 11]",40.776691198349
60,1.0815133409411565e-05,0.2453667528540195,0.9988605287146763,177,0.5683201460742545,0.6271186440677966,0.5015976871576385,0.49314474140923287,0.18867924528301888,0.8145161290322581,0.30303030303030304,0.7013888888888888,,,0.8145,0.1887,124,53,0.2994350282485876,0.7005649717514124,0.9947438836097717,0.632768361581921,"[101, 23]","[43, 10]",34.91971802711487
61,1.0364745084375795e-05,0.24320434459036008,0.9995442114858706,177,0.5569080949482653,0.6610169491525424,0.5365946439440049,0.5317460317460317,0.22641509433962265,0.8467741935483871,0.3870967741935484,0.7191780821917808,,,0.8468,0.2264,124,53,0.2994350282485876,0.7005649717514124,0.956030547618866,0.6440677966101694,"[105, 19]","[41, 12]",24.687729597091675
62,9.918931196320632e-06,0.24511721531912317,0.9984047402005469,177,0.5739500912964091,0.6440677966101694,0.5190961655508217,0.5123113929586705,0.20754716981132076,0.8306451612903226,0.34375,0.7103448275862069,,,0.8306,0.2075,124,53,0.2994350282485876,0.7005649717514124,0.967017412185669,0.6398305084745762,"[103, 21]","[42, 11]",35.868202924728394
63,9.478131709729836e-06,0.24441475463978465,0.9990884229717412,177,0.5613207547169811,0.655367231638418,0.5001521606816799,0.4736508555550139,0.11320754716981132,0.8870967741935484,0.3,0.7006369426751592,,,0.8871,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.8968490362167358,0.6624293785310734,"[110, 14]","[47, 6]",36.128748178482056
64,9.04278164047829e-06,0.243195525928313,0.9993163172288059,177,0.55203895313451,0.6214689265536724,0.49216372489348753,0.48134703695604636,0.16981132075471697,0.8145161290322581,0.28125,0.696551724137931,,,0.8145,0.1698,124,53,0.2994350282485876,0.7005649717514124,1.0033259391784668,0.6285310734463276,"[101, 23]","[44, 9]",36.46115446090698
65,8.613310626523911e-06,0.24359347848535778,0.9981768459434822,177,0.5893183201460743,0.655367231638418,0.5001521606816799,0.4736508555550139,0.11320754716981132,0.8870967741935484,0.3,0.7006369426751592,,,0.8871,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.8771754503250122,0.6638418079096046,"[110, 14]","[47, 6]",36.261072397232056
66,8.1901425039068e-06,0.24438011983142946,0.9984047402005469,177,0.5616250760803408,0.632768361581921,0.49482653682288497,0.47971781305114636,0.1509433962264151,0.8387096774193549,0.2857142857142857,0.697986577181208,,,0.8387,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9365662932395935,0.652542372881356,"[104, 20]","[45, 8]",36.42597484588623
67,7.77369488847427e-06,0.24358126589028317,0.9990884229717412,177,0.5535605599513086,0.6610169491525424,0.5203895313451005,0.5066889632107023,0.16981132075471697,0.8709677419354839,0.36,0.7105263157894737,,,0.871,0.1698,124,53,0.2994350282485876,0.7005649717514124,0.9340042471885681,0.655367231638418,"[108, 16]","[44, 9]",36.2522337436676
68,7.364378763744431e-06,0.24342158412324807,0.9988605287146763,177,0.5267802799756542,0.6271186440677966,0.485392574558734,0.46706204379562044,0.1320754716981132,0.8387096774193549,0.25925925925925924,0.6933333333333334,,,0.8387,0.1321,124,53,0.2994350282485876,0.7005649717514124,0.9608897566795349,0.635593220338983,"[104, 20]","[46, 7]",36.152185916900635
69,6.962598075315048e-06,0.24288105855992195,0.9990884229717412,177,0.5654290931223372,0.6384180790960452,0.4988587948874011,0.4832116788321168,0.1509433962264151,0.8467741935483871,0.2962962962962963,0.7,,,0.8468,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9343790411949158,0.6511299435028248,"[105, 19]","[45, 8]",36.45226573944092
70,6.568749332218041e-06,0.24331478650937216,0.9993163172288059,177,0.5584297017650639,0.6497175141242938,0.5069233110164334,0.49024526198439244,0.1509433962264151,0.8629032258064516,0.32,0.7039473684210527,,,0.8629,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9067359566688538,0.6610169491525424,"[107, 17]","[45, 8]",36.224682331085205
71,6.183221215612906e-06,0.24272727444700035,0.9995442114858706,177,0.568776628119294,0.6497175141242938,0.5069233110164334,0.49024526198439244,0.1509433962264151,0.8629032258064516,0.32,0.7039473684210527,,,0.8629,0.1509,124,53,0.2994350282485876,0.7005649717514124,0.9125165343284607,0.6610169491525424,"[107, 17]","[45, 8]",20.87761354446411
72,5.806394195205352e-06,0.24239578177522506,0.9995442114858706,177,0.5643639683505782,0.6497175141242938,0.4961199026171637,0.4703667953667954,0.11320754716981132,0.8790322580645161,0.2857142857142857,0.6987179487179487,,,0.879,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.9118564128875732,0.6483050847457628,"[109, 15]","[47, 6]",40.924614667892456
73,5.438640153769655e-06,0.24295277625947184,0.9995442114858706,177,0.5678636640292148,0.6440677966101694,0.4920876445526476,0.4670967741935484,0.11320754716981132,0.8709677419354839,0.2727272727272727,0.6967741935483871,,,0.871,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.9361666440963745,0.6454802259887006,"[108, 16]","[47, 6]",39.40388751029968
74,5.080322020145226e-06,0.24389676256623177,0.9986326344576116,177,0.5473219720024346,0.632768361581921,0.5164333536214242,0.5121899512401951,0.22641509433962265,0.8064516129032258,0.3333333333333333,0.7092198581560284,,,0.8065,0.2264,124,53,0.2994350282485876,0.7005649717514124,1.0221740007400513,0.635593220338983,"[100, 24]","[41, 12]",40.023457288742065
75,4.73179341106967e-06,0.24282503084584378,0.9997721057429353,177,0.5413877054169203,0.6271186440677966,0.5015976871576385,0.49314474140923287,0.18867924528301888,0.8145161290322581,0.30303030303030304,0.7013888888888888,,,0.8145,0.1887,124,53,0.2994350282485876,0.7005649717514124,1.021999716758728,0.6271186440677966,"[101, 23]","[43, 10]",41.0061399936676
76,4.393398282201789e-06,0.24194386011921717,0.9997721057429353,177,0.5616250760803408,0.632768361581921,0.48402312842361533,0.4605935580664823,0.11320754716981132,0.8548387096774194,0.25,0.6928104575163399,,,0.8548,0.1132,124,53,0.2994350282485876,0.7005649717514124,0.9525790214538574,0.6398305084745762,"[106, 18]","[47, 6]",40.17028212547302
