epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_per_class_auc_0,val_per_class_auc_1,val_per_class_auc_2,val_per_class_recall_0,val_per_class_recall_1,val_per_class_recall_2,val_class_counts_0,val_class_counts_1,val_class_counts_2,val_confusion_0,val_confusion_1,val_confusion_2,val_val_loss,val_val_acc_slice,seconds
1,0.0001,1.1380817382652224,0.4551124240932217,268,0.5954958724840691,0.39552238805970147,0.4251461988304093,0.3967684943904625,0.5693,0.6621,0.555,0.3333,0.3421,0.6,132,76,60,"[44, 16, 72]","[19, 26, 31]","[15, 9, 36]",1.2117747068405151,0.38037383177570094,15.114542722702026
2,9.997532801828658e-05,0.9596161033922124,0.5814869522402757,268,0.6287084403062538,0.48134328358208955,0.47594364699627856,0.46657436649541273,0.634,0.6741,0.578,0.4848,0.5263,0.4167,132,76,60,"[64, 28, 40]","[17, 40, 19]","[20, 15, 25]",1.231331467628479,0.45794392523364486,11.237783908843994
3,9.990133642141359e-05,0.8009464946967831,0.7001477104874446,268,0.5944059571212241,0.43656716417910446,0.4337852206273259,0.42536359269645563,0.5929,0.6567,0.5336,0.447,0.4211,0.4333,132,76,60,"[59, 26, 47]","[19, 32, 25]","[22, 12, 26]",1.345441460609436,0.4373831775700935,11.19584608078003
4,9.977809823015401e-05,0.6767899478653783,0.7868045297882816,268,0.5729855187382277,0.45149253731343286,0.41895268474215835,0.42063492063492064,0.5572,0.6499,0.5119,0.5455,0.3947,0.3167,132,76,60,"[72, 24, 36]","[29, 30, 17]","[31, 10, 19]",1.4024654626846313,0.42429906542056073,10.539606094360352
5,9.960573506572391e-05,0.5966659037522567,0.8435910060725422,268,0.5778759853837253,0.417910447761194,0.41807549175970227,0.39956514129542114,0.5694,0.6546,0.5096,0.3788,0.5921,0.2833,132,76,60,"[50, 45, 37]","[14, 45, 17]","[20, 23, 17]",1.5533231496810913,0.4130841121495327,10.9720618724823
6,9.93844170297569e-05,0.5330549497117594,0.8883965205974068,268,0.5949867343806005,0.4291044776119403,0.4080010632642212,0.40685794315423945,0.6179,0.6347,0.5324,0.4924,0.3816,0.35,132,76,60,"[65, 26, 41]","[19, 29, 28]","[27, 12, 21]",1.4559515714645386,0.4373831775700935,11.031113147735596
7,9.911436253643445e-05,0.49015756266155835,0.9169538815033645,268,0.5970116498246335,0.417910447761194,0.3871345029239766,0.3899636595288769,0.6039,0.6815,0.5056,0.5,0.3947,0.2667,132,76,60,"[66, 23, 43]","[25, 30, 21]","[30, 14, 16]",1.449625849723816,0.42336448598130844,11.165655136108398
8,9.879583809693738e-05,0.4646091858741589,0.9396028229115378,268,0.5899985581583879,0.45149253731343286,0.40194045720361515,0.4030159284760045,0.6144,0.628,0.5276,0.5909,0.3816,0.2333,132,76,60,"[78, 24, 30]","[26, 29, 21]","[27, 19, 14]",1.4754036664962769,0.4570093457943925,11.061530351638794
9,9.842915805643157e-05,0.4420472744081323,0.9524043984900705,268,0.6012997266214177,0.4664179104477612,0.39922913343965977,0.3988403097007622,0.6121,0.6732,0.5186,0.6591,0.3553,0.1833,132,76,60,"[87, 21, 24]","[31, 27, 18]","[35, 14, 11]",1.3521920442581177,0.4794392523364486,10.616978406906128
10,9.801468428384717e-05,0.4320146694336739,0.958805186279337,268,0.5891501418687951,0.45149253731343286,0.3870547581073897,0.39094892130220177,0.6071,0.6488,0.5115,0.6515,0.2763,0.2333,132,76,60,"[86, 11, 35]","[34, 21, 21]","[40, 6, 14]",1.4129574298858643,0.4504672897196262,11.011444091796875
11,9.75528258147577e-05,0.4113754305017028,0.9706220252749056,268,0.6029028808416387,0.48507462686567165,0.41350345560871876,0.414221071805196,0.6233,0.673,0.5123,0.7045,0.3026,0.2333,132,76,60,"[93, 17, 22]","[35, 23, 18]","[40, 6, 14]",1.2825846672058105,0.4785046728971963,10.990383386611938
12,9.70440384477113e-05,0.40650776409660677,0.9766945675365173,268,0.6041247946240206,0.48134328358208955,0.42799043062200953,0.43119503593589575,0.6056,0.6647,0.5421,0.6515,0.3158,0.3167,132,76,60,"[86, 14, 32]","[32, 24, 20]","[35, 6, 19]",1.3118020296096802,0.4738317757009346,11.001431465148926
13,9.64888242944126e-05,0.3959846740752708,0.9781716724109634,268,0.6164855024254212,0.4925373134328358,0.4229665071770336,0.42349486396468256,0.6255,0.6837,0.5402,0.697,0.3553,0.2167,132,76,60,"[92, 18, 22]","[36, 27, 13]","[35, 12, 13]",1.2918667793273926,0.4953271028037383,10.810760021209717
14,9.588773128419907e-05,0.3880340160455646,0.9845724602002298,268,0.5941321669601468,0.4141791044776119,0.37604997341839447,0.36592419151738825,0.5792,0.6712,0.5321,0.5606,0.1842,0.3833,132,76,60,"[74, 13, 45]","[35, 14, 27]","[31, 6, 23]",1.4010297060012817,0.41401869158878507,10.63848614692688
